id,Author,Journal,Year,SppLatin,SppPhylo,SppCommon,Family,Order,Flight,Bird.Type,SppMass,Location,Continent,Sexes,Ages,Control.Group..Y...N.,Effect.Size,Nsamp,How,Type,SubType,Period.Tracked,Tag.Type,Attachment.Type,AttachmentClass,Attachment.Position,Tag.Weight,Weight.Proportion,WeightRaw,Deployment.Duration,Study,Inclusion,,,
161,Ackerman,Wildlife Soc Bull ,2004,Ptychoramphus aleuticus,Ptychoramphus_aleuticus,Cassin's Auklet,,,flap,seabird,150,California,N America,both,ad,Y,0.38,88,ANOVA F,Breeding,Chick Mass,breeding,VHF,Subcutaneous prongs & glued transmitters to feathers,Subcut,back,3.1,2.07%,,50,Ackerman Wildlife Soc Bull  2004Breeding,1,,,
162,Ackerman,Wildlife Soc Bull ,2004,Ptychoramphus aleuticus,Ptychoramphus_aleuticus,Cassin's Auklet,,,flap,seabird,150,California,N America,both,ad,Y,0.481,21,Contingency,Breeding,Fledge Success,breeding,VHF,Subcutaneous prongs & glued transmitters to feathers,Subcut,back,3.1,2.07%,,50,Ackerman Wildlife Soc Bull  2004Breeding,1,,,
163,Ballard,Condor,2001,Pygoscelis adeliae,Pygoscelis_adeliae,Adelie penguin,,,flightless,penguin,4500,Cape Crozier,Antarctica,both,ad,Y,-0.143,189,Contingency,Breeding,Chick Survival,annual,VHF,glue,TapeGlue,back,15.7,0.35%,,23,Ballard Condor 2001Breeding,1,,,
164,Ballard,Condor,2001,Pygoscelis adeliae,Pygoscelis_adeliae,Adelie penguin,,,flightless,penguin,4500,Cape Royd,Antarctica,both,ad,Y,-0.278,101,Contingency,Breeding,Chick Survival,annual,VHF,glue,TapeGlue,back,15.7,0.35%,,23,Ballard Condor 2001Breeding,1,,,
165,Croll,J Field Ornith,1996,Pygoscelis antarcticus,Pygoscelis_antarcticus,Chinstrap Penguin,,,flightless,penguin,4100,South Shetlands,Antarctica,both,ad,Y,-0.189,66,Contingency,Breeding,Chick Survival,breeding,VHF,glue and cable ties,TapeGlue,back,20,0.49%,,61,Croll J Field Ornith 1996Breeding,1,,,
166,Hamel,Auk,2004,Uria aalge,Uria_aalge,common murre,,,flap,seabird,690,Tatoosh Island,N America,both,ad,Y,0.123,78,ChiSq,Breeding,Fledge Success,breeding,VHF,subcutaneous anchor,Subcut,back,8,1.16%,,NA,Hamel Auk 2004Breeding,1,,,
167,Igual,Mar Biol,2005,Calonectris diomedea,Calonectris_diomedea,Cory's shearwater,,,soar,seabird,850,"Congreso, Balearics",Europe,both,ad,Y,0.0906,38,ChiSq,Breeding,Breeding Success,annual,GLS,legband,Legband,leg,12,1.41%,,365,Igual Mar Biol 2005Breeding,1,,,
168,Igual,Mar Biol,2005,Calonectris diomedea,Calonectris_diomedea,Cory's shearwater,,,soar,seabird,850,"Pantaleu, Balearics",Europe,both,ad,Y,0.0605,104,ChiSq,Breeding,Breeding Success,annual,GLS,legband,Legband,leg,12,1.41%,,365,Igual Mar Biol 2005Breeding,1,,,
169,Meyers,Condor,1997,Uria aalge,Uria_aalge,Common and Thick-billed murres,,,flap,seabird,901,"Cape Lisburne, Alaska",N America,both,ad,Y,-0.835,16,Contingency,Breeding,Stay With Nest,breeding,PTT,implantation into airsac,Subcut,internal,35,3.88%,,14,Meyers Condor 1997Breeding,1,,,
170,Heggoy,MEPS,2015,Rissa tridactyla,Rissa_tridactyla,Black-legged Kittiwake,,,flap,seabird,420,Norway,Europe,both,ad,Y,-0.0573,44,M & SD,Breeding,Breeding Success,breeding,GPS,tape & cable tie,TapeGlue,back,15.5,3.69%,,2,Heggoy MEPS 2015Breeding,1,,,
171,Hooijmeijer,J Ornith,2014,Limosa limosa,Limosa_limosa,Black-tailed Godwit,,,flap,wader,321,Netherlands,Europe,female,ad,Y,-0.0648,56,Contingency,Breeding,Nest Survival,breeding,PTT,implant,Subcut,internal,26,8.10%,,7,Hooijmeijer J Ornith 2014Breeding,1,,,
172,Hooijmeijer,J Ornith,2014,Limosa limosa,Limosa_limosa,Black-tailed Godwit,,,flap,wader,321,Netherlands,Europe,female,ad,Y,-0.203,121,Contingency,Breeding,Bred next year,annual,PTT,implant,Subcut,internal,26,8.10%,,365,Hooijmeijer J Ornith 2014Breeding,1,,,
173,Paredes,Anim Behav,2005,Uria lomvia,Uria_lomvia,thick-billed Murre,,,flap,seabird,935,Canada,N America,both,ad,Y,-0.0101,51,Contingency,Breeding,Fledge Success,breeding,TDR,"tape, cable tie and glue",TapeGlue,back,20,2.14%,,NA,Paredes Anim Behav 2005Breeding,1,,,
174,Arlt,PLoS one,2013,Oenanthe oenanthe,Oenanthe_oenanthe,Northern wheatear,,,flap,passerine,23,Sweden,Europe,both,ad,Y,-0.0641,111,Contingency,Breeding,Nest Success,breeding,GLS,rubber elastic harness,Harness,back,1.2,4.80%,,60,Arlt PLoS one 2013Breeding,1,,,
175,Arlt,PLoS one,2013,Oenanthe oenanthe,Oenanthe_oenanthe,Northern wheatear,,,flap,passerine,23,Sweden,Europe,both,ad,Y,0.0297,73,M & SD,Breeding,Fledglings Produced,breeding,GLS,rubber elastic harness,Harness,back,1.2,4.80%,,60,Arlt PLoS one 2013Breeding,1,,,
176,Arlt,PLoS one,2013,Oenanthe oenanthe,Oenanthe_oenanthe,Northern wheatear,,,flap,passerine,23,Sweden,Europe,both,ad,Y,0.302,63,M & SD,Breeding,Lay Date Next Year,annual,GLS,rubber elastic harness,Harness,back,1.2,4.80%,,365,Arlt PLoS one 2013Breeding,1,,,
177,Arlt,PLoS one,2013,Oenanthe oenanthe,Oenanthe_oenanthe,Northern wheatear,,,flap,passerine,23,Sweden,Europe,both,ad,Y,-0.418,67,Contingency,Breeding,Success Next Year,annual,GLS,rubber elastic harness,Harness,back,1.2,4.80%,,365,Arlt PLoS one 2013Breeding,1,,,
178,Carey,Wildl Res,2011,Puffinus tenuirostris,Puffinus_tenuirostris,Short-tailed shearwater,,,soar,seabird,600,Australia,Australasia,both,ad,Y,0.38,24,ANOVA F,Breeding,Chick Condition,annual,GLS,cable tie to leg ring,Legband,leg,5.4,0.90%,,730,Carey Wildl Res 2011Breeding,1,,,
179,Watanuki,Polar Biol,1992,Pygoscelis adeliae,Pygoscelis_adeliae,Adelie penguin,,,flightless,penguin,4500,Japan,Asia,both,ad,Y,0.27,182,Contingency,Breeding,Nest Desertion,breeding,TDR,Rubberband and glue,TapeGlue,back,80,1.78%,,22,Watanuki Polar Biol 1992Breeding,1,,,
180,Whidden,J Field Ornith,2007,Fratercula cirrhata,Fratercula_cirrhata,Tufted puffin,,,flap,seabird,775,Alaska,North America,both,ad,Y,-0.733,60,t test,Breeding,Chick Growth,breeding,VHF,Subcutaneous ancor and glued,Subcut,back,9,1.16%,,55,Whidden J Field Ornith 2007Breeding,1,,,
181,Whidden,J Field Ornith,2007,Fratercula cirrhata,Fratercula_cirrhata,Tufted puffin,,,flap,seabird,775,Alaska,North America,both,ad,Y,0.201,49,t test,Breeding,Chick Mass,breeding,VHF,Subcutaneous ancor and glued,Subcut,back,9,1.16%,,55,Whidden J Field Ornith 2007Breeding,1,,,
182,Whidden,J Field Ornith,2007,Fratercula cirrhata,Fratercula_cirrhata,Tufted puffin,,,flap,seabird,775,Alaska,North America,both,ad,Y,0.519,20,M & SD,Breeding,Age at Fledge,breeding,VHF,Subcutaneous ancor and glued,Subcut,back,9,1.16%,,55,Whidden J Field Ornith 2007Breeding,1,,,
183,Whidden,J Field Ornith,2007,Fratercula cirrhata,Fratercula_cirrhata,Tufted puffin,,,flap,seabird,775,Alaska,North America,both,ad,Y,-0.535,66,ChiSq,Breeding,Fledge Success,breeding,VHF,Subcutaneous ancor and glued,Subcut,back,9,1.16%,,55,Whidden J Field Ornith 2007Breeding,1,,,
184,Pollet,J Av Biol,2014b,Oceanodroma leucorhoa,Oceanodroma_leucorhoa,Leach’s Storm-petrels,,,both,seabird,46.1,Canada,North America,both,ad,Y,-0.221,36,ChiSq,Breeding,Hatch Success,annual,GLS,tape and glue,TapeGlue,back,1.3,2.82%,,365,Pollet J Av Biol 2014bBreeding,1,,,
185,Pollet,J Av Biol,2014b,Oceanodroma leucorhoa,Oceanodroma_leucorhoa,Leach’s Storm-petrels,,,both,seabird,46.1,Canada,North America,both,ad,Y,-0.219,30,ChiSq,Breeding,Hatch Success,annual,GLS,sutured and glue,Subcut,back,1.3,2.82%,,365,Pollet J Av Biol 2014bBreeding,1,,,
186,Pollet,J Av Biol,2014b,Oceanodroma leucorhoa,Oceanodroma_leucorhoa,Leach’s Storm-petrels,,,both,seabird,46.1,Canada,North America,both,ad,Y,-0.0528,36,ChiSq,Breeding,Fledge Success,annual,GLS,tape and glue,TapeGlue,back,1.3,2.82%,,365,Pollet J Av Biol 2014bBreeding,1,,,
187,Pollet,J Av Biol,2014b,Oceanodroma leucorhoa,Oceanodroma_leucorhoa,Leach’s Storm-petrels,,,both,seabird,46.1,Canada,North America,both,ad,Y,-0.142,30,ChiSq,Breeding,Fledge Success,annual,GLS,sutured and glue,Subcut,back,1.3,2.82%,,365,Pollet J Av Biol 2014bBreeding,1,,,
188,Pollet,J Av Biol,2014b,Oceanodroma leucorhoa,Oceanodroma_leucorhoa,Leach’s Storm-petrels,,,both,seabird,46.1,Canada,North America,both,ad,Y,-0.23,55,ANOVA F,Breeding,Chick Growth,annual,GLS,tape and glue,TapeGlue,back,1.3,2.82%,,365,Pollet J Av Biol 2014bBreeding,1,,,
189,Pollet,J Av Biol,2014b,Oceanodroma leucorhoa,Oceanodroma_leucorhoa,Leach’s Storm-petrels,,,both,seabird,46.1,Canada,North America,both,ad,Y,-0.2,129,ANOVA F,Breeding,Chick Growth,annual,GLS,sutured and glue,Subcut,back,1.3,2.82%,,365,Pollet J Av Biol 2014bBreeding,1,,,
190,Pakanen,Ornis Fennica,2015,Calidris alpina ,Calidris_alpina,Southern Dunlin,,,flap,wader,52,Finland,Europe,both,ad,Y,0,44,Contingency,Breeding,Bred next year,annual,GLS,on tibia with leg flag,Legband,leg,0.8,1.54%,,365,Pakanen Ornis Fennica 2015Breeding,1,,,
191,Pakanen,Ornis Fennica,2015,Calidris alpina ,Calidris_alpina,Southern Dunlin,,,flap,wader,52,Finland,Europe,female,ad,Y,0.3108,14,M & SD,Breeding,Timing of Breeding,annual,GLS,on tibia with leg flag,Legband,leg,0.8,1.54%,,365,Pakanen Ornis Fennica 2015Breeding,1,,,
192,Pakanen,Ornis Fennica,2015,Calidris alpina ,Calidris_alpina,Southern Dunlin,,,flap,wader,52,Finland,Europe,male,ad,Y,-0.139,19,M & SD,Breeding,Timing of Breeding,annual,GLS,on tibia with leg flag,Legband,leg,0.8,1.54%,,365,Pakanen Ornis Fennica 2015Breeding,1,,,
193,Pakanen,Ornis Fennica,2015,Calidris alpina ,Calidris_alpina,Southern Dunlin,,,flap,wader,52,Finland,Europe,both,ad,Y,0.0176,29,Contingency,Breeding,Nest Success,annual,GLS,on tibia with leg flag,Legband,leg,0.8,1.54%,,365,Pakanen Ornis Fennica 2015Breeding,1,,,
194,Hines & Zwickel,J Wild Man,1985,Dendragapus obscurus,Dendragapus_obscurus,Blue Grouse,,,flap,gamebird,1000,Canada,North America,both,juv,Y,-0.183,36,Contingency,Breeding,Nest Success,annual,VHF,back pack harness,Harness,back,31,3.10%,,365,Hines & Zwickel J Wild Man 1985Breeding,1,,,
195,Erikstad,J Wild Man,1979,Lagopus lagopus,Lagopus_lagopus,Willow Grouse,,,flap,gamebird,650,Norway,Europe,female,ad,Y,0.222,30,Contingency,Breeding,Hatch Success,breeding,VHF,breast mount,Harness,breast,16,2.46%,,33,Erikstad J Wild Man 1979Breeding,1,,,
196,Erikstad,J Wild Man,1979,Lagopus lagopus,Lagopus_lagopus,Willow Grouse,,,flap,gamebird,650,Norway,Europe,female,ad,Y,0.103,307,Contingency,Breeding,Hatch Success,breeding,VHF,breast mount,Harness,breast,16,2.46%,,33,Erikstad J Wild Man 1979Breeding,1,,,
197,Erikstad,J Wild Man,1979,Lagopus lagopus,Lagopus_lagopus,Willow Grouse,,,flap,gamebird,650,Norway,Europe,female,ad,Y,-0.122,19,Contingency,Breeding,Fledge Success,breeding,VHF,breast mount,Harness,breast,16,2.46%,,33,Erikstad J Wild Man 1979Breeding,1,,,
198,Scandolara,J Av Biol,2014,Hirundo rustica,Hirundo_rustica,Barn swallow ,,,flap,passerine,19,Switzerland/Italy,Europe,both,ad,Y,0.31,70,ANOVA F,Breeding,Timing of Breeding,annual,GLS,Leg loop harness,Harness,back,0.77,4.05%,,365,Scandolara J Av Biol 2014Breeding,1,,,
199,Robinson & Jones,Behav,2014,Aethia cristatella,Aethia_cristatella,Crested Auklet,,,flap,seabird,260,USA,North America,both,ad,Y,-0.0276,212,Contingency,Breeding,Fledge Success,breeding,GLS,Screwed on to leg ring,Legband,leg,2.93,1.13%,,26,Robinson & Jones Behav 2014Breeding,1,,,
200,Robinson & Jones,Behav,2014,Aethia cristatella,Aethia_cristatella,Crested Auklet,,,flap,seabird,260,USA,North America,both,ad,Y,-1.372,33,M & SD,Breeding,Chick Mass,breeding,GLS,Screwed on to leg ring,Legband,leg,2.93,1.13%,,26,Robinson & Jones Behav 2014Breeding,1,,,
201,Thaxter,Ibis,2016,Larus fuscus,Larus_fuscus,Lesser Blackbacked Gull,,,both,seabird,750,UK,Europe,both,ad,Y,0.0323,39,Cohens D,Breeding,Hatch Success,breeding,GPS,wing harness,Harness,back,21,2.80%,,30,Thaxter Ibis 2016Breeding,1,,,
202,Thaxter,Ibis,2016,Larus fuscus,Larus_fuscus,Lesser Blackbacked Gull,,,both,seabird,750,UK,Europe,both,ad,Y,0.305,39,Cohens D,Breeding,No Chicks,breeding,GPS,wing harness,Harness,back,21,2.80%,,30,Thaxter Ibis 2016Breeding,1,,,
203,Thaxter,Ibis,2016,Catharacta skua,Catharacta_skua,Great Skua,,,both,seabird,1330,UK,Europe,both,ad,Y,-0.099,40,Cohens D,Breeding,Hatch Success,breeding,GPS,wing harness,Harness,back,24,1.80%,,30,Thaxter Ibis 2016Breeding,1,,,
204,Thaxter,Ibis,2016,Catharacta skua,Catharacta_skua,Great Skua,,,both,seabird,1330,UK,Europe,both,ad,Y,-0.099,40,Cohens D,Breeding,No Chicks,breeding,GPS,wing harness,Harness,back,24,1.80%,,30,Thaxter Ibis 2016Breeding,1,,,
205,Gomez,J Ornith,2014,Tachycineta bicolor,Tachycineta_bicolor,Tree Swallow,,,flap,passerine,19.7,Canada,North America,both,ad,Y,-0.0724,294,M & SD,Breeding,Chick Mass,breeding,GLS,leg loop harness,Harness,back,0.96,4.87%,,30,Gomez J Ornith 2014Breeding,1,,,
206,Gomez,J Ornith,2014,Tachycineta bicolor,Tachycineta_bicolor,Tree Swallow,,,flap,passerine,19.7,Canada,North America,both,ad,Y,0.0356,293,M & SD,Breeding,Chick Growth,breeding,GLS,leg loop harness,Harness,back,0.96,4.87%,,30,Gomez J Ornith 2014Breeding,1,,,
207,Barron,Condor,2013,Cardinalis cardinalis,Cardinalis_cardinalis,Northern Cardinal,,,flap,passerine,45,USA,North America,male,ad,Y,-0.171,93,Contingency,Breeding,Nest Success,breeding,VHF,leg loop harness,Harness,leg,1.6,3.56%,,12,Barron Condor 2013Breeding,1,,,
208,Therrien,J Wildl Manag,2012,Bubo scandiaca,Bubo_scandiaca,Snowy Owl,,,flap,raptor,2250,Canada,North America,female,ad,Y,-0.026,14,Contingency,Breeding,Nest Success,breeding,VHF,backpack,Harness,back,39,1.73%,,20,Therrien J Wildl Manag 2012Breeding,1,,,
209,Therrien,J Wildl Manag,2012,Bubo scandiaca,Bubo_scandiaca,Snowy Owl,,,flap,raptor,2250,Canada,North America,female,ad,Y,0.038,27,t test,Breeding,Clutch Size,annual,VHF,backpack,Harness,back,39,1.73%,,365,Therrien J Wildl Manag 2012Breeding,1,,,
210,Therrien,J Wildl Manag,2012,Bubo scandiaca,Bubo_scandiaca,Snowy Owl,,,flap,raptor,2250,Canada,North America,female,ad,Y,0.298,25,t test,Breeding,Lay Date ,annual,VHF,backpack,Harness,back,39,1.73%,,365,Therrien J Wildl Manag 2012Breeding,1,,,
211,Egevang,PNAS,2009,Sterna paradisaea,Sterna_paradisaea,Arctic tern,,,flap,seabird,120,Greenland,North America,both,ad,Y,-0.0364,68,M & SD,Breeding,Clutch Size,breeding,GLS,leg ring,Legband,leg,1.4,1.17%,,365,Egevang PNAS 2009Breeding,1,,,
212,Gow,J Field Ornith,2011,Hylocichla mustelina,Hylocichla_mustelina,Wood thrush,,,flap,passerine,50,USA,North America,both,ad,Y,-0.065,15,M & SD,Breeding,Nesting Success,breeding,VHF,leg loop harness,Harness,back,1.5,3.00%,,98,Gow J Field Ornith 2011Breeding,1,,,
213,Gow,J Field Ornith,2011,Hylocichla mustelina,Hylocichla_mustelina,Wood thrush,,,flap,passerine,50,USA,North America,female,ad,Y,0.207,15,M & SD,Breeding,No Eggs,breeding,VHF,leg loop harness,Harness,back,1.5,3.00%,,98,Gow J Field Ornith 2011Breeding,1,,,
214,Paiva,Oikos,2010,Calonectris diomedea,Calonectris_diomedea,Cory's shearwater,,,both,seabird,850,Portugal,Europe,both,ad,Y,-0.136,38,ChiSq,Breeding,Fledge Success,breeding,GPS,tesa tape,TapeGlue,tail,27,3.18%,,21,Paiva Oikos 2010Breeding,1,,,
215,Streby,J Field Ornith,2013,Vermivora chrysoptera,Vermivora_chrysoptera,Golden-winged warbler,,,flap,passerine,10,USA,North America,both,ad,Y,0,105,M & SD,Breeding,Clutch Size,breeding,VHF,leg loop harness,Harness,back,0.39,3.90%,,21,Streby J Field Ornith 2013Breeding,1,,,
216,Streby,J Field Ornith,2013,Vermivora chrysoptera,Vermivora_chrysoptera,Golden-winged warbler,,,flap,passerine,10,USA,North America,both,ad,Y,0.083,59,Contingency,Breeding,Hatch Success,breeding,VHF,leg loop harness,Harness,back,0.39,3.90%,,21,Streby J Field Ornith 2013Breeding,1,,,
217,Streby,J Field Ornith,2013,Vermivora chrysoptera,Vermivora_chrysoptera,Golden-winged warbler,,,flap,passerine,10,USA,North America,both,ad,Y,0.0215,86,Contingency,Breeding,Fledge Success,breeding,VHF,leg loop harness,Harness,back,0.39,3.90%,,21,Streby J Field Ornith 2013Breeding,1,,,
218,Hill,J Av Biol,1999,Turdus merula,Turdus_merula,Blackbird,,,flap,passerine,100,UK,Europe,both,ad,Y,-0.0803,40,M & SD,Breeding,Clutch Size,breeding,VHF,backpack harness,Harness,back,2.3,2.30%,,21,Hill J Av Biol 1999Breeding,1,,,
219,Hill,J Av Biol,1999,Turdus merula,Turdus_merula,Blackbird,,,flap,passerine,100,UK,Europe,both,ad,Y,-0.128,57,Z Score,Breeding,Chick Survival,breeding,VHF,backpack harness,Harness,back,2.3,2.30%,,21,Hill J Av Biol 1999Breeding,1,,,
220,Caizergues,Wild Biol,1998,Tetrax tetrax,Tetrax_tetrax,Black Grouse,,,flap,gamebird,950,France,Europe,female,both,Y,-0.129,280,Contingency,Breeding,No Broods,breeding,PTT,neck collar,Collar,neck,15,1.58%,,62,Caizergues Wild Biol 1998Breeding,1,,,
221,Caizergues,Wild Biol,1998,Tetrax tetrax,Tetrax_tetrax,Black Grouse,,,flap,gamebird,950,France,Europe,female,both,Y,-0.001,120,Whitney U,Breeding,Brood Size,breeding,PTT,neck collar,Collar,neck,15,1.58%,,62,Caizergues Wild Biol 1998Breeding,1,,,
222,Harris,Mar Biol,2013,Fratercula arctica,Fratercula_arctica,Atlantic Puffin,,,flap,seabird,390,Scotland,Europe,both,ad,Y,0.272,180,Contingency,Breeding,Breeding Success,annual,GLS,leg ring,Legband,leg,1.5,0.38%,,NA,Harris Mar Biol 2013Breeding,1,,,
223,Lecomte,PNAS,2010,Diomedea exulans,Diomedea_exulans,Wandering Albatross,,,soar,seabird,4000,Kerguelen,Antarctic,both,ad,Y,-0.0085,193,ChiSq,Breeding,Hatch Success,breeding,PTT + GLS,tape,TapeGlue,back,35,0.88%,,20,Lecomte PNAS 2010Breeding,1,,,
224,Kim,Mar Ornithol,2014,Pterodroma leucoptera,Pterodroma_leucoptera,Gould’s Petrel,,,soar,seabird,180,Australia,Australasia,both,ad,Y,0.177,49,Contingency,Breeding,Hatch Success,annual,GLS,cable tie and glue to leg ring,TapeGlue,leg,2.5,1.39%,,395,Kim Mar Ornithol 2014Breeding,1,,,
225,Kim,Mar Ornithol,2014,Pterodroma leucoptera,Pterodroma_leucoptera,Gould’s Petrel,,,soar,seabird,180,Australia,Australasia,both,ad,Y,0,26,Contingency,Breeding,Fledge Success,annual,GLS,cable tie and glue to leg ring,TapeGlue,leg,2.5,1.39%,,395,Kim Mar Ornithol 2014Breeding,1,,,
226,Kim,Mar Ornithol,2014,Pterodroma leucoptera,Pterodroma_leucoptera,Gould’s Petrel,,,soar,seabird,180,Australia,Australasia,both,ad,Y,-0.056,40,Contingency,Breeding,Nest Success,breeding,GLS,cable tie and glue to leg ring,TapeGlue,leg,2.5,1.39%,,395,Kim Mar Ornithol 2014Breeding,1,,,
227,Kim,Mar Ornithol,2014,Pterodroma leucoptera,Pterodroma_leucoptera,Gould’s Petrel,,,soar,seabird,180,Australia,Australasia,both,ad,Y,-0.134,21,M & SD,Breeding,Chick Mass,breeding,GLS,cable tie and glue to leg ring,TapeGlue,leg,2.5,1.39%,,395,Kim Mar Ornithol 2014Breeding,1,,,
228,Sergio,J Appl Ecol,2015,Milvus migrans,Milvus_migrans,Black Kite,,,soar,raptor,790,Spain,Europe,both,both,Y,0.137,74,M & SD,Breeding,Clutch Size,annual,GPS,teflon backpack harness,Harness,back,29.8,3.77%,,365,Sergio J Appl Ecol 2015Breeding,1,,,
229,Sergio,J Appl Ecol,2015,Milvus migrans,Milvus_migrans,Black Kite,,,soar,raptor,790,Spain,Europe,both,both,Y,-0.0377,100,M & SD,Breeding,Fledge Success,annual,GPS,teflon backpack harness,Harness,back,29.8,3.77%,,365,Sergio J Appl Ecol 2015Breeding,1,,,
230,Kidawa,Pol Biol,2012,Alle alle,Alle_alle,Little Auk,,,flap,seabird,166,Norway,Europe,both,ad,Y,-0.459,150,Z Score,Breeding,Chick Mass,breeding,GPS,tesa tape,TapeGlue,back,5.7,3.43%,,31,Kidawa Pol Biol 2012Breeding,1,,,
231,Kidawa,Pol Biol,2012,Alle alle,Alle_alle,Little Auk,,,flap,seabird,166,Norway,Europe,both,ad,Y,0.11,200,Contingency,Breeding,Chick Survival,breeding,GPS,tesa tape,TapeGlue,back,5.7,3.43%,,31,Kidawa Pol Biol 2012Breeding,1,,,
232,Nisbet,Waterbirds,2011,Sterna hirundo,Sterna_hirundo,Common Tern,,,flap,seabird,130,USA,North America,both,ad,Y,-0.0312,37,Contingency,Breeding,Chick Survival,breeding,GLS,leg ring,Legband,leg,2,1.54%,,417,Nisbet Waterbirds 2011Breeding,1,,,
233,Nisbet,Waterbirds,2011,Sterna hirundo,Sterna_hirundo,Common Tern,,,flap,seabird,130,USA,North America,both,ad,Y,-0.0312,37,Contingency,Breeding,Chick Survival,breeding,GLS,leg ring,Legband,leg,2,1.54%,,417,Nisbet Waterbirds 2011Breeding,1,,,
234,Sharpe,J Field Ornith,2009,Vanellus vanellus,Vanellus_vanellus,Lapwing,,,flap,wader,18,UK,Europe,both,juv,Y,0.19,2422,ANOVA F,Breeding,Chick Condition,breeding,VHF,backpack,Harness,back,0.6,3.33%,,35,Sharpe J Field Ornith 2009Breeding,1,,,
235,Thierrien,J Wildl Manag,2012,Bubo scandiacus,Bubo_scandiaca,Snowy Owl,,,flap,raptor,2150,Canada,North America,female,ad,Y,-0.026,14,Contingency,Breeding,Nest Success,annual,PTT,"taflon backpack harness, fishing line, glue",Harness,back,39,1.81%,,365,Thierrien J Wildl Manag 2012Breeding,1,,,
236,Thierrien,J Wildl Manag,2012,Bubo scandiacus,Bubo_scandiaca,Snowy Owl,,,flap,raptor,2150,Canada,North America,female,ad,Y,0.298,25,t test,Breeding,Lay Date,annual,PTT,"taflon backpack harness, fishing line, glue",Harness,back,39,1.81%,,365,Thierrien J Wildl Manag 2012Breeding,1,,,
237,Phillips,MEPS,2007,Catharacta lonnbergi,Catharacta_lonnbergi,Brown skua,,,both,seabird,1830,South Georgia,Antarctica,both,ad,Y,0.1112,35,t test,Breeding,Hatch Date,annual,GLS,tape and cable tie to leg ring,Legband,leg,9,0.49%,,365,Phillips MEPS 2007Breeding,1,,,
238,Rodriguez,J Field Ornithol,2009,Falco naumanni,Falco_naumanni,Lesser Kestrel,,,flap,raptor,180,Spain,Europe,both,ad,Y,0.311,18,M & SD,Breeding,Clutch Size,annual,GLS,teflon backpack harness,Harness,back,3.1,1.72%,,365,Rodriguez J Field Ornithol 2009Breeding,1,,,
239,Rodriguez,J Field Ornithol,2009,Falco naumanni,Falco_naumanni,Lesser Kestrel,,,flap,raptor,180,Spain,Europe,both,ad,Y,-0.212,18,M & SD,Breeding,Fledglings Produced,annual,GLS,teflon backpack harness,Harness,back,3.1,1.72%,,365,Rodriguez J Field Ornithol 2009Breeding,1,,,
240,Awkerman,MEPS,2005,Phoebastria irrorata,Phoebastria_irrorata,Waved Albatross,,,soar,seabird,3500,Isla Española,South America,both,ad,Y,-0.022,173,Contingency,Breeding,Fledge Success,breeding,GPS,tesa tape to tail,TapeGlue,tail,66,1.89%,,28,Awkerman MEPS 2005Breeding,1,,,
241,Shoji,Biol Letts,2015,Puffinus puffinus,Puffinus_puffinus,Manx shearwater,,,both,seabird,420,UK,Europe,both,both,Y,0.266,614,Contingency,Breeding,Fledge Success,breeding,GLS,leg ring,Legband,leg,2.4,0.57%,,NA,Shoji Biol Letts 2015Breeding,1,,,
242,Paton,J Wildl Manag,1991,Strix occidentalis,Strix_occidentalis,Spotted Owl,,,flap,raptor,625,USA,North America,male,ad,Y,-0.536,126,Contingency,Breeding,Fledge Success,breeding,VHF,backpack harness,Harness,back,18.5,2.96%,,28,Paton J Wildl Manag 1991Breeding,1,,,
243,Tøttrup,Proc B,2012,Lanius collurio,Lanius_collurio,Red-backed shrike,,,flap,passerine,30,southern Scandinavia,Europe,both,ad,Y,0.21,6,t test,Breeding,Breeding Success,migration,GLS,leg-loop backpack harness,Harness,back,1.1,3.67%,,365,Tøttrup Proc B 2012Breeding,1,,,
244,Guillemette,Condor,2002,Somateria mollissima,Somateria_mollissima,Common Eider,,,flap,waterfowl,1700,Denmark,Europe,female,ad,Y,0.261,23,t test,Breeding,Lay Date,annual,PTT,implant,Subcut,internal,16.5,0.97%,,365,Guillemette Condor 2002Breeding,1,,,
245,Guillemette,Condor,2002,Somateria mollissima,Somateria_mollissima,Common Eider,,,flap,waterfowl,1700,Denmark,Europe,female,ad,Y,0.195,23,t test,Breeding,Clutch Size,annual,PTT,implant,Subcut,internal,16.5,0.97%,,365,Guillemette Condor 2002Breeding,1,,,
246,Guillemette,Condor,2002,Somateria mollissima,Somateria_mollissima,Common Eider,,,flap,waterfowl,1700,Denmark,Europe,female,ad,Y,0.109,23,t test,Breeding,Hatch Success,annual,PTT,implant,Subcut,internal,16.5,0.97%,,365,Guillemette Condor 2002Breeding,1,,,
247,Hupp,J Wildl Manag,2006,Branta canadensis,Branta_canadensis,Canada Goose,,,flap,waterfowl,1990,USA,North America,female,ad,Y,-0.0764,122,M & SD,Breeding,Clutch Size,annual,VHF,implant,Subcut,internal,26,1.31%,,365,Hupp J Wildl Manag 2006Breeding,1,,,
248,Hupp,J Wildl Manag,2006,Branta canadensis,Branta_canadensis,Canada Goose,,,flap,waterfowl,1990,USA,North America,female,ad,Y,0.0275,127,M & SD,Breeding,Clutch Size,annual,VHF,implant,Subcut,internal,35,1.76%,,365,Hupp J Wildl Manag 2006Breeding,1,,,
